#
# $Id: battery.dat,v 1.1 1998/04/15 19:16:41 lhecking Exp $
#
1.00	0.014236226	0.25	0.0006
2.25	0.033829499	0.25	0.0012
4.00	0.053003534	0.25	0.0020
6.25	0.080299786	0.25	0.0032
16.0	0.148662042	0.25	0.0060
