#
# $Id: battery.dat,v 1.1 1998/04/15 19:16:41 lhecking Exp $
#
0.032	0.242326333	0.002	0.010
0.039	0.339750849	0.002	0.014
0.045	0.421940928	0.002	0.018
0.050	0.465838509	0.002	0.020
0.063	0.584795322	0.002	0.032
