#
# $Id: battery.dat,v 1.1 1998/04/15 19:16:41 lhecking Exp $
#
0.95	0.879349038	0.02	0.2
1.89	1.906282111	0.02	0.2
2.91	2.700313496	0.02	0.2
4.8		4.353555013	0.02	0.2
